number,first,last
1923536,1,6
1238185,1,5
1252023,1,3
797800,7,0
89712,8,2
63980,6,0
5145,5,5
4693,4,3
128124,1,4
70977,7,7
10609,1,9
9691,9,1
3086,3,6
4958,4,8
4419,4,9
417,4,7
2932,2,2
1600,1,0
70644,7,4
27864,2,4
8179,8,9
7583,7,3
3323,3,3
395426,3,6
286370,2,0
1054257,1,7
769557,7,7
318,3,8
1670,1,0
97030,9,0
3819,3,9
2490,2,0
8498,8,8
8756,8,6
486190,4,0
298687,2,7
1223352,1,2
1102366,1,6
32101,3,1
70387,7,7
636626,6,6
282306,2,6
61978,6,8
45978,4,8
125238,1,8
54747,5,7
29446,2,6
1531,1,1
3122517,3,7
2183489,2,9
113150,1,0
77377,7,7
139910,1,0
636,6,6
274161,2,1
115636,1,6
153959,1,9
103991,1,1
87670,8,0
499854,4,4
250287,2,7
10602,1,2
7346,7,6
3699,3,9
12156,1,6
1659682,1,2
925466,9,6
63906,6,6
51540,5,0
158883,1,3
158883,1,3
1261300,1,0
1213495,1,5
11673,1,3
12200,1,0
314912,3,2
224148,2,8
1988,1,8
1670,1,0
1449365,1,5
1054257,1,7
395426,3,6
286370,2,0
8179,8,9
7583,7,3
746474,7,4
522397,5,7
7919,7,9
4693,4,3
26555,2,5
13689,1,9
3573,3,3
4601,4,1
4419,4,9
417,4,7
2089,2,9
1880,1,0
511,5,1
751,7,1
333502,3,2
41196,4,6
562,5,2
826,8,6
1358878,1,8
1032009,1,9
43331,4,1
38041,3,1
25240,2,0
11649,1,9
21872,2,2
10942,1,2
2139,2,9
296,2,6
216,2,6
200,2,0
75,7,5
1478,1,8
24120,2,0
624750,6,0
460000,4,0
47962,4,2
36534,3,4
17255,1,5
13633,1,3
8555,8,5
652474,6,4
3079,3,9
20328,2,8
27591,2,1
530,5,0
150000,1,0
5781,5,1
5972,5,2
2309,2,9
22,2,2
1102366,1,6
441171,4,1
82447,8,7
52363,5,3
5569,5,9
3723,3,3
178328,1,8
184637,1,7
106865,1,5
44469,4,9
47094,4,4
59522,5,2
43054000,4,0
45096000,4,0
12996000,1,0
30242000,3,0
5027000,5,0
3481000,3,0
3206,3,6
2411,2,1
9200,9,0
6641,6,1
11219,1,9
5793,5,3
24929,2,9
21675,2,5
13424,1,4
9458,9,8
505549000,5,0
275403000,2,0
1292000,1,0
1515000,1,0
42826,4,6
16213,1,3
28449,2,9
13742,1,2
63919,6,9
7131,7,1
52072,5,2
4213,4,3
12744,1,4
10214,1,4
1538,1,8
9714,9,4
1297,1,7
6007,6,7
3017,3,7
4059,4,9
2040,2,0
9699,9,9
4360,4,0
7326,7,6
2952,2,2
5295000,5,0
2533000,2,0
10703,1,3
845,8,5
636,6,6
130745,1,5
693,6,3
229977,2,7
59172,5,2
30500,3,0
8000,8,0
17057,1,7
2000,2,0
20567,2,7
3233,3,3
6570,6,0
2931,2,1
7520,7,0
4268,4,8
29550000,2,0
1111,1,1
837,8,7
161,1,1
1047,1,7
240,2,0
234,2,4
8000,8,0
4670,4,0
281,2,1
8340,8,0
13227,1,7
12,1,2
1519,1,9
3699,3,9
12156,1,6
562,5,2
826,8,6
1478,1,8
24120,2,0
5972,5,2
1478000,1,0
618000,6,0
8717000,8,0
7100000,7,0
6326000,6,0
2388,2,8
162,1,2
3228,3,8
143,1,3
5363,5,3
10058,1,8
1172,1,2
10905,1,5
9000,9,0
1956,1,6
7100,7,0
200,2,0
8831000,8,0
877000,8,0
2000000,2,6
2000000,2,6
5000000,5,6
5000000,5,6
147908,1,8
15.6,1,6
195000000,1,8
187177375,1,5
187187000,1,0
530000,5,0
160,1,0
132000,1,0
6022,6,2
404,4,4
486,4,6
1068,1,8
164577,1,7
1294,1,4
128122,1,2
50594,5,4
40121,4,1
198849,1,9
1211,1,1
4000,4,0
2000,2,0
5000,5,0
2196,2,6
1363000,1,0
6974000,6,0
2638469000,2,0
33269000,3,0
1990566,1,6
17.49,1,9
230000000,2,8
53846000,5,0
212328000,2,0
55419,5,9
184,1,4
578,5,8
225,2,5
131452,1,2
3746,3,6
1567,1,7
4916,4,6
13026,1,6
1799,1,9
45749,4,9
53912,5,2
33328,3,8
39833,3,3
608,6,8
127681,1,1
966000,9,0
8515000,8,0
27246000,2,0
496000,4,0
87670,8,0
87670,8,0
399517,3,7
212330,2,0
600000,6,5
303059,3,9
289560,2,0
379527,3,7
369306,3,6
24334,2,4
46755,4,5
33400,3,0
87670,8,0
300000000,3,8
113290070,1,0
13687500,1,0
567000,5,0
300000000,3,8
212330000,2,0
87670000,8,0
187187000,1,0
8588000,8,0
42820000,4,0
600000000,6,8
7615000,7,0
300000000,3,8
49.2974,4,4
45000000,4,7
345000000,3,8
272621000,2,0
72379000,7,0
345000000,3,8
70462000,7,0
9135000,9,0
32024000,3,0
460000000,4,8
47.2619,4,9
368893000,3,0
91107000,9,0
460000000,4,8
13564000,1,0
30855000,3,0
1264000,1,0
24334,2,4
939,9,9
25000000,2,7
24750000,2,0
97077922,9,2
23811000,2,0
939000,9,0
1160000,1,0
242129062,2,2
1213495,1,5
183119072,1,2
539315,5,5
2138474,2,4
35501,3,1
59009990,5,0
674180,6,0
1473353,1,3
8555,8,5
3749,3,9
1484925319,1,9
1434952367,1,7
2659990,2,0
21706000,2,0
34500000,3,0
4500000,4,0
11,1,1
379500000,3,0
15864000,1,0
21850000,2,0
2850000,2,0
16.8,1,8
367080000,3,0
345318000,3,0
16791000,1,0
1473353,1,3
8555000,8,0
1990566,1,6
2638469000,2,0
33269000,3,0
59000,5,0
147908,1,8
15.6,1,6
10000000,1,7
9209102,9,2
790898,7,8
216143,2,3
654618,6,8
17.41,1,1
19.56,1,6
1932000,1,0
2219000,2,0
187289,1,9
28854,2,4
19.56,1,6
17.41,1,1
75000,7,0
75000,7,0
504618,5,8
10.12,1,2
8200,8,0
8010,8,0
3222000,3,0
4601000,4,0
4118626,4,6
8590,8,0
3464008,3,8
8650,8,0
216143,2,3
19.27,1,7
654618,6,8
8270,8,0
1473353,1,3
5900,5,0
2183862,2,2
2945676,2,6
70925,7,5
70925,7,5
750000,7,0
750000,7,0
517265,5,5
130854,1,4
386411,3,1
50000,5,0
50000,5,0
1055002,1,2
1055002,1,2
2081,2,1
2081,2,1
103854,1,4
50000,5,0
53854,5,4
312289,3,9
125000,1,0
187289,1,9
351000,3,0
87000,8,0
22380,2,0
520000,5,0
12200,1,0
7599,7,9
3222,3,2
4601,4,1
3749,3,9
224148,2,8
211831,2,1
90764,9,4
12317,1,7
314912,3,2
217882,2,2
8756,8,6
6266,6,6
8756,8,6
97030000,9,0
3819000,3,0
1670,1,0
318,3,8
1670,1,0
48298,4,8
30847,3,7
3961,3,1
3961,3,1
6074,6,4
6715,6,5
1403,1,3
4348,4,8
7779,7,9
54759,5,9
39977,3,7
63906,6,6
69305,6,5
29267,2,7
1403,1,3
1403,1,3
64,6,4
454568,4,8
306651,3,1
140916,1,6
101195,1,5
924,9,4
5154,5,4
924,9,4
5134,5,4
66526,6,6
26400,2,0
136798,1,8
99711,9,1
1031,1,1
14406,1,6
21907,2,7
16743,1,3
2372,2,2
21834,2,4
46895,4,5
67417000,6,0
36576000,3,0
156941000,1,0
98863000,9,0
96605000,9,0
3378000,3,0
7574000,7,0
387247,3,7
244193,2,3
278787,2,7
205980,2,0
1188,1,8
1435,1,5
32024,3,4
17008,1,8
30456,3,6
17008,1,8
30855,3,5
21740,2,0
1264,1,4
893,8,3
32024,3,4
17008,1,8
30456,3,6
17008,1,8
1264,1,4
893,8,3
345793,3,3
59351,5,1
3307,3,7
3682,3,2
68751,6,1
31358,3,8
82218,8,8
53639,5,9
2131,2,1
444,4,4
123233000,1,0
39273000,3,0
4527000,4,0
1255453,1,3
1172753,1,3
643420,6,0
338421,3,1
17059,1,9
2212997,2,7
1168025,1,5
8459,8,9
8459000,8,0
90432000,9,0
87670000,8,0
92054000,9,0
87670000,8,0
460443000,4,0
399517000,3,0
231334000,2,0
212330000,2,0
608250000,6,0
600000000,6,8
466397000,4,0
303059000,3,0
407747000,4,0
289560000,2,0
604038000,6,0
379527000,3,0
502838000,5,0
369306000,3,0
31250000,3,0
24334000,2,0
27400000,2,0
4840000,4,0
646.1,6,1
621.2,6,2
1100000000,1,9
1100000000,1,9
10000000,1,7
10000000,1,7
620800000,6,0
4100000,4,0
113000,1,0
113000,1,0
137300000,1,0
58200000,5,0
3300000000,3,9
1500000000,1,9
254604000,2,0
108327000,1,0
69637000,6,0
9351000,9,0
1223352000,1,0
153959,1,9
311686,3,6
87670,8,0
345000,3,0
424517,4,7
1060000,1,0
121544,1,4
225860,2,0
139798,1,8
86548,8,8
107400000,1,0
153959000,1,0
1747352000,1,0
3198121000,3,0
1400000000,1,9
1401172,1,2
451371,4,1
2647,2,7
67339,6,9
1007,1,7
620246,6,6
15826,1,6
8715,8,5
6559,6,9
44142,4,2
8340,8,0
161,1,1
82,8,2
39,3,9
626,6,6
178,1,8
9684,9,4
1121,1,1
2327,2,7
722,7,2
1161,1,1
122793,1,3
557,5,7
386,3,6
5786,5,6
263,2,3
927,9,7
63203,6,3
4747,4,7
450,4,0
833,8,3
1411,1,1
9858,9,8
130052,1,2
746474,7,4
1657828,1,8
551,5,1
31728,3,8
215088,2,8
1944,1,4
954194,9,4
233540,2,0
4381,4,1
46070,4,0
412410,4,0
6611,6,1
10328,1,8
36981,3,1
13227,1,7
5644,5,4
166,1,6
543,5,3
960,9,0
8022,8,2
841,8,1
1654,1,4
763,7,3
67719,6,9
390,3,0
221,2,1
3655,3,5
427,4,7
26087,2,7
1945,1,5
695,6,5
863,8,3
2477598,2,8
215059,2,9
196726,1,6
1074516,1,6
636,6,6
521889,5,9
1053191,1,1
472,4,2
17145,1,5
1026,1,6
1872286000,1,0
1229842000,1,0
51250000,5,0
9454000,9,0
3055004000,3,0
96454000,9,0
67513000,6,0
12755000,1,0
76472000,7,0
51600000,5,0
15450000,1,0
85460000,8,0
8793000,8,0
193987000,1,0
26687000,2,0
28491,2,1
11405,1,5
10377,1,7
9140,9,0
7123,7,3
177260,1,0
1500000,1,0
913480,9,0
600000,6,5
168722,1,2
400000,4,5
226300,2,0
926507000,9,0
200000,2,5
190300,1,0
925929000,9,0
150000,1,0
127000,1,0
646562000,6,0
200000,2,5
59700,5,0
269117000,2,0
150000,1,0
22200,2,0
122855000,1,0
8242000,8,0
7569000,7,0
7632000,7,0
6958000,6,0
55000000,5,7
21706000,2,0
25755000,2,0
2638469000,2,0
33000000,3,7
25000000,2,7
24750000,2,0
71000000,7,7
252,2,2
306,3,6
599,5,9
767,7,7
96,9,6
123,1,3
221,2,1
232,2,2
146,1,6
174,1,4
455,4,5
553,5,3
42,4,2
64,6,4
118,1,8
171,1,1
50,5,0
100,1,0
325,3,5
365,3,5
157,1,7
188,1,8
475,4,5
581,5,1
12401,1,1
9336,9,6
40450,4,0
58270,5,0
83,8,3
101,1,1
107,1,7
163,1,3
12,1,2
17,1,7
17,1,7
23,2,3
1261524,1,4
1207281,1,1
1040916,1,6
1270954,1,4
